,year,sid,post,homicide,murder,robbery,assault,burglary,larceny,l_exp_pubwelfare,l_police,l_income,unemployrt,poverty,blackm_15_24,whitem_15_24,popwt
160,2006,16,0,1.9114144,1.8108135,44.16373,215.15147,623.35583,2074.857,7.1893835,5.5426674,10.859825,3.7,10.595707365819553,0.54223806,5.804362,2907060.2
161,2007,16,0,1.3458651,1.3122185,44.81731,223.58185,578.5874,1917.7233,7.153107,5.5715737,10.847977,3.8,10.642529472764064,0.54029757,5.7237625,2907060.2
162,2008,16,0,2.5800908,2.5800908,41.851086,214.04703,556.16034,1752.5183,7.1892414,5.5950837,10.835179,4.0,11.092949951933242,0.5540159,5.6929874,2907060.2
163,2009,16,0,1.2756473,1.2756473,40.317165,213.36879,551.1803,1670.3258,7.282633,5.600164,10.850463,5.9,11.49119803416049,0.5508446,5.64588,2907060.2
164,2010,16,0,1.2857865,1.2857865,33.331543,212.5504,549.12976,1578.649,7.337619,5.5855746,10.803182,6.7,11.53924138,0.5272714,5.5135183,2907060.2
165,2000,17,0,6.48387,3.683145,78.57376,277.42523,824.2572,3072.242,6.460618,5.9193,10.85871,3.8,9.019370274256197,0.99621403,9.695573,2702063.2
166,2001,17,0,3.5213478,3.1768682,92.741585,285.11435,785.184,2948.6694,6.6520004,5.93785,10.83966,4.3,9.650559817747286,1.0425869,9.761636,2702063.2
167,2002,17,0,2.9611385,2.5055788,82.190575,263.883,747.0801,2804.6157,6.817905,5.9372034,10.8523035,5.1,10.085827459775972,1.0516597,9.72081,2702063.2
168,2003,17,0,4.731717,3.5203977,85.05735,279.13345,831.7602,3008.2744,6.7509713,5.951991,10.867349,5.6,10.529509449617999,1.0555136,9.679769,2702063.2
169,2004,17,0,4.5977807,4.5977807,68.28835,273.37952,759.2368,3056.959,6.981676,5.9284873,10.766419,5.6,11.220582682043858,1.1043342,9.683793,2702063.2
170,2005,17,0,3.793262,3.7557049,67.4149,289.45218,714.63556,2862.6733,7.0360894,5.96882,10.756583,5.1,11.667698233616864,1.1356876,9.656706,2702063.2
171,2006,17,0,4.5946655,4.48613,69.0647,318.69614,735.3997,2804.4463,7.0068083,5.9351616,10.804868,4.5,11.834085543988495,1.101562,9.188065,2702063.2
172,2007,17,1,3.952387,3.8436058,73.82624,335.26395,736.48566,2670.1094,7.0325227,5.9451456,10.839541,4.1,10.944341323803124,1.1302739,9.27774,2702063.2
173,2008,17,1,4.0667977,4.0308084,60.534103,308.10492,710.53796,2448.2842,7.0515594,5.9138126,10.788968,4.5,11.07766899793745,1.1267909,9.130284,2702063.2
174,2009,17,1,4.4999075,4.463908,64.29468,301.31378,701.01355,2357.9155,7.0907884,5.9085298,10.724478,6.6,12.948645257907687,1.1468644,9.128584,2702063.2
175,2010,17,1,3.5294309,3.4588423,54.49441,274.58972,684.85077,2244.7886,7.0728683,5.9212685,10.741363,6.6,12.40626714,1.0526174,8.91739,2702063.2
176,2000,18,0,4.9147367,1.833477,82.9139,187.49849,644.46716,1862.5325,7.182271,5.5270057,10.734569,4.3,14.014181435281445,3.2335658,5.07537,4105912.0
177,2001,18,0,4.581462,1.9996436,82.74474,152.09947,682.5113,1808.4878,7.218498,5.5306563,10.765047,5.2,14.815131682859562,3.2692654,5.064819,4105912.0
178,2002,18,0,4.8012834,2.1366968,78.70586,168.22089,675.97546,1819.4099,7.2871313,5.530444,10.704457,5.7,14.9884253876785,3.3027048,5.037074,4105912.0
179,2003,18,0,4.5215683,1.9735022,80.53887,142.46687,650.3564,1725.7651,7.2927732,5.529067,10.687092,6.3,15.15132514421554,3.310862,4.9714766,4105912.0
180,2004,18,0,5.854432,5.3831005,81.069,134.20541,642.5487,1749.7557,7.320193,5.5299745,10.62386,5.5,16.57699793656078,3.3216212,4.931987,4105912.0
181,2005,18,0,4.6813793,4.3610744,90.91731,143.71834,651.89435,1733.4408,7.3084254,5.5285726,10.62101,6.0,16.856365185026583,3.3033044,4.833228,4105912.0
182,2006,18,0,4.2082,3.6613717,87.96802,150.11624,669.5555,1727.145,7.299884,5.49044,10.661931,5.7,16.520536728550187,2.8613381,4.426218,4105912.0
183,2007,18,1,5.1835055,4.7317324,96.29907,163.37553,660.897,1678.3145,7.284255,5.5009828,10.633111,5.5,16.809466698116438,2.9868882,4.4762425,4105912.0
184,2008,18,1,4.769777,4.580875,95.86779,167.74503,697.4028,1820.3782,7.30141,5.4829974,10.637513,6.4,16.92918935754176,3.0203786,4.4150896,4105912.0
185,2009,18,1,4.3273754,4.139229,85.65381,132.71402,702.72815,1715.381,7.39969,5.5075355,10.677477,10.3,18.15324553151458,3.0204375,4.3739886,4105912.0
186,2010,18,1,4.3309727,4.192011,86.80473,120.71138,702.0113,1718.238,7.417879,5.45537,10.627067,10.3,17.69417637,2.847927,4.3936906,4105912.0
187,2000,19,0,12.924038,12.370151,173.82831,481.2127,1068.2871,3331.2864,6.808087,6.1716466,10.568543,4.9,17.38407772331988,0.019316822,1.7785554,4365311.5
188,2001,19,0,11.571946,11.248578,181.64029,482.97284,1072.9111,3223.3992,6.6803923,6.179482,10.62223,5.4,18.405861641100596,0.021018904,1.8179504,4365311.5
189,2002,19,0,13.639578,13.294563,163.83594,470.2549,1043.0941,3066.076,6.755714,6.250784,10.626582,5.9,18.337641415737544,0.022724962,1.8476682,4365311.5
190,2003,19,0,13.390592,13.000797,160.6871,445.4894,1021.99567,2968.6528,6.63455,6.192849,10.589661,6.2,18.26472145390644,0.026299672,1.8867666,4365311.5
191,2004,19,0,13.102372,12.714323,149.8327,458.58304,1035.3842,3060.568,6.9904675,6.193131,10.646615,5.5,19.383750227693668,0.028304776,1.887746,4365311.5
192,2005,19,0,10.251161,9.112143,121.57876,448.34018,897.136,2570.5354,7.052469,5.9532714,10.635543,6.7,20.106876318840243,0.031117966,1.9061918,4365311.5
193,2006,19,0,13.107053,12.500676,138.60358,529.0398,1095.815,2624.4424,7.062626,6.09221,10.582993,4.0,18.851742911463493,0.033653874,1.960857,4365311.5
194,2007,19,1,14.525605,14.088226,145.3021,535.99713,1080.3735,2714.4236,7.0822554,6.17998,10.679205,3.8,18.045866383306098,0.034506947,1.9127529,4365311.5
195,2008,19,1,12.458026,12.2047205,143.9236,495.83405,1048.0631,2580.5386,7.2147923,6.25558,10.598208,4.6,17.389424079959802,0.036729302,1.900298,4365311.5
196,2009,19,1,11.9912615,11.741916,139.4069,472.5781,1063.754,2586.4402,7.2518706,5.858748,10.740367,6.7,17.431553473544195,0.03767387,1.8466089,4365311.5
197,2010,19,1,11.357343,11.067842,116.04532,399.33307,1011.8056,2450.2688,7.267761,6.0206013,10.582612,7.4,17.33284163,0.04324698,1.7729925,4365311.5
198,2000,20,0,1.2096667,1.2096667,19.919178,65.72522,546.36615,1927.8861,7.3774776,5.4481874,10.761789,3.3,10.058539803275938,8.404361,15.418896,1289211.6
199,2001,20,0,1.517881,1.517881,21.090557,65.987885,551.0707,1964.0582,7.4065447,5.4311037,10.716393,3.8,10.353866003059728,8.621883,15.735713,1289211.6
200,2002,20,0,1.1115108,1.1115108,21.436277,58.354313,552.97656,1952.3685,7.458246,5.448396,10.7069235,4.4,11.186720304998543,8.828174,16.018538,1289211.6
201,2003,20,0,1.2592456,1.2592456,22.745125,60.050274,517.7861,1892.2527,7.526475,5.437263,10.691876,5.0,10.870988712437097,9.042957,16.182722,1289211.6
202,2004,20,0,1.4076521,1.4076521,22.600637,58.02655,495.88458,1884.3771,7.6323833,5.421255,10.772813,4.6,11.636747541496414,9.215195,16.30069,1289211.6
203,2005,20,0,1.4801277,1.4801277,25.16217,63.48969,492.57092,1886.6176,7.609268,5.415316,10.800697,4.8,12.244551377180949,9.439943,16.598309,1289211.6
204,2006,20,0,1.740349,1.740349,28.980595,59.474537,517.33765,1926.869,7.619421,5.4023724,10.806835,4.6,12.355948285907562,9.381313,16.26621,1289211.6
205,2007,20,0,1.521167,1.521167,26.544365,61.150913,513.0136,1842.7417,7.577339,5.434105,10.827012,4.8,11.847153135885852,9.565174,16.46131,1289211.6
206,2008,20,0,2.3572907,2.3572907,25.321865,63.038517,498.7571,1877.8483,7.5599213,5.416808,10.775304,5.5,12.255630693142336,9.653334,16.342945,1289211.6
207,2009,20,0,1.9751135,1.9751135,30.310396,59.253407,511.1746,1819.7633,7.6953826,5.3807564,10.784897,8.1,12.268797763563713,9.686489,16.213707,1289211.6
208,2010,20,0,1.8055675,1.8055675,31.146038,59.73419,553.63214,1849.5781,7.6906843,5.3640285,10.781723,7.9,12.25258083,9.9204645,16.448118,1289211.6
209,2000,21,0,8.329411,8.484377,262.667,506.15698,763.7101,2816.9485,6.868994,5.8925004,11.142543,3.6,8.058317497767524,0.54666114,6.0534477,5471289.5
210,2001,21,0,8.5096855,8.853126,258.05716,508.82574,792.8317,2784.4224,6.9164457,5.9005785,11.096258,4.1,7.797390121553029,0.5581094,6.051798,5471289.5
211,2002,21,0,9.639246,9.921095,252.1048,501.9736,747.1825,2692.976,6.959908,5.9045568,11.132587,4.5,8.369608904032756,0.56830215,6.0461936,5471289.5
212,2003,21,0,9.7720375,9.7720375,247.59552,439.1461,719.2406,2501.1206,7.016074,5.883469,11.03518,4.5,8.953010830023869,0.57757396,6.074299,5471289.5
213,2004,21,0,9.609233,9.609233,235.56453,449.12558,676.96216,2395.6313,7.06384,5.884272,11.096091,4.3,9.337462782667748,0.5837286,6.070102,5471289.5
214,2005,21,0,10.1074505,10.1074505,263.26978,424.3115,657.7533,2352.747,7.0818005,5.8903804,11.121112,4.2,8.310265031261684,0.59214646,6.1064014,5471289.5
215,2006,21,0,9.722694,9.722694,255.99535,391.98843,667.0374,2270.5698,7.11658,5.88017,11.139686,3.9,7.781325552328309,0.59041333,6.016888,5471289.5
216,2007,21,0,9.896669,9.896669,236.84123,376.4307,662.66595,2274.2332,7.159643,5.90808,11.142065,3.6,8.138867060044378,0.59862345,6.0888987,5471289.5
217,2008,21,0,8.774975,8.774975,234.9664,366.02145,691.10486,2383.696,7.1571345,5.9139585,11.074684,4.3,7.988038980109464,0.6038713,6.0986786,5471289.5
218,2009,21,0,7.8049917,7.8049917,212.98758,355.1626,654.6437,2231.0037,7.290353,5.901472,11.08592,7.1,9.0314573090021,0.6096231,6.0882125,5471289.5
219,2010,21,0,7.499417,7.429655,192.78734,329.7825,637.3109,2065.9673,7.3329535,5.8776093,11.067029,7.4,8.893767967,0.69830036,6.177148,5471289.5
220,2000,22,0,2.039857,1.9909003,94.89414,368.7082,499.35696,1720.4153,7.209129,5.7780538,10.988592,2.8,8.63947912826636,1.7168578,8.587781,6315575.0
221,2001,22,0,2.3216898,2.516517,105.1417,358.96896,526.52026,1734.3022,7.280715,5.7850857,11.072124,3.7,8.40839724339118,1.7319481,8.709227,6315575.0
222,2002,22,0,2.7855701,2.7855701,115.43209,354.52417,535.26416,1737.7126,7.063605,5.762019,11.009109,5.3,9.161176302753143,1.7398703,8.747045,6315575.0
223,2003,22,0,2.251248,2.203007,128.81963,327.6852,562.21704,1673.4652,6.9163847,5.744879,11.008843,5.8,9.647562308513272,1.7668276,8.835714,6315575.0
224,2004,22,0,2.7574348,2.7413094,120.68211,323.152,556.2762,1638.4161,7.582895,5.749062,11.00285,5.2,10.039336177414965,1.7953802,8.8867445,6315575.0
225,2005,22,0,2.8789265,2.862753,126.75364,321.5017,561.6818,1586.3047,7.537086,5.757847,11.043913,4.8,10.233856176591416,1.8519585,8.931611,6315575.0
226,2006,22,0,2.9205277,2.9049928,127.27597,345.69415,549.26117,1565.7601,7.5547743,5.759103,10.999312,5.0,9.690170855526626,1.8186343,8.535102,6315575.0
227,2007,22,0,2.920271,2.8892043,109.10629,325.64127,555.8145,1614.1797,7.6319356,5.7548413,11.026419,4.5,9.654928058040072,1.8482363,8.4518385,6315575.0
228,2008,22,0,2.5812354,2.565779,109.29291,323.13358,560.4527,1654.5874,7.59354,5.742375,11.019989,5.1,9.770950126511453,1.85427,8.293108,6315575.0
229,2009,22,0,2.65697,2.65697,114.67974,324.5036,530.08856,1640.2413,7.629903,5.5520167,11.007966,8.5,10.11333436540496,1.8423246,8.148528,6315575.0
230,2010,22,0,3.2235231,3.2849238,105.51666,333.4658,579.72766,1606.9264,7.65637,5.7053246,11.024074,8.9,10.3868673,1.8923156,8.193644,6315575.0
231,2000,23,0,6.9050546,6.8637686,141.52782,369.02304,720.3345,2351.0522,6.9553423,5.6799097,10.961677,3.7,9.820195065208383,0.16456531,3.1056025,9905407.0
232,2001,23,0,6.899294,6.8684936,132.82167,375.26205,739.6002,2327.5671,7.048218,5.682183,10.923724,5.2,9.89450137559808,0.17492585,3.1462116,9905407.0
233,2002,23,0,6.920346,6.971381,120.92233,371.7083,724.3908,2188.044,7.071891,5.658131,10.854547,6.2,11.033726173544721,0.18327689,3.1659052,9905407.0
234,2003,23,0,6.228475,6.208121,114.53474,348.2043,695.2688,2122.3428,7.0050406,5.6456223,10.88506,7.1,11.07999926723822,0.19383584,3.199065,9905407.0
235,2004,23,0,6.5220203,6.5220203,114.98231,327.37906,651.52246,1977.7849,7.0604925,5.6366377,10.794993,7.0,12.595543035800718,0.2004786,3.1948874,9905407.0
236,2005,23,0,6.3757005,6.568289,135.29865,372.6085,714.8792,1967.3445,7.2243457,5.5983067,10.845446,6.8,13.099225864300163,0.20722546,3.1939826,9905407.0
237,2006,23,0,7.161505,7.1416945,141.03114,363.4439,756.3263,1973.1086,7.15029,5.547155,10.870585,6.9,13.162985260077045,0.21223016,3.1183352,9905407.0
238,2007,23,1,6.5682406,6.5286136,132.39513,347.71057,744.1331,1891.4949,7.1824446,5.5634794,10.857383,7.2,13.575226220417283,0.21876304,3.084329,9905407.0
239,2008,23,1,5.514799,5.5048447,131.73799,329.59384,743.4626,1834.2979,7.203485,5.5749817,10.828103,8.4,13.96355076208251,0.22597735,3.0624855,9905407.0
240,2009,23,1,6.205669,6.185747,123.78467,321.25043,757.49005,1779.3037,7.262717,5.5341687,10.752634,13.7,15.594447291061206,0.22898221,3.0226986,9905407.0
241,2010,23,1,5.72225,5.883724,115.9891,320.1937,745.48706,1685.1875,7.2864094,5.507406,10.745938,13.3,15.36210135,0.25669387,2.9804041,9905407.0
242,2000,24,0,3.156621,3.073002,77.61943,161.1549,545.9491,2471.9897,7.2577443,5.521629,11.13733,3.1,7.036421972089617,1.9743724,2.5698867,5031185.0
243,2001,24,0,2.4605246,2.3984945,77.70296,145.39839,527.17255,2574.6392,7.3277583,5.536734,11.080279,3.9,7.331598284414727,1.9719968,2.5560508,5031185.0
244,2002,24,0,2.2939994,2.2120707,80.638176,145.54607,574.1962,2501.893,7.422735,5.5519,11.100436,4.5,7.601105461910087,1.9581742,2.5267174,5031185.0
245,2003,24,0,2.5815191,2.5205383,79.39696,146.1709,563.0151,2362.3135,7.5500355,5.525926,11.044856,4.9,8.132029049610699,1.9515674,2.5014718,5031185.0
246,2004,24,0,2.278801,2.278801,82.07717,150.1387,565.62665,2287.9363,7.4632,5.535489,11.078444,4.6,8.243895434896066,1.9470439,2.4827638,5031185.0
247,2005,24,0,2.3046794,2.3046794,94.672226,163.25146,595.5292,2290.7312,7.5094995,5.546819,11.011225,4.1,9.131741087103254,1.9369929,2.4429002,5031185.0
248,2006,24,0,2.4578578,2.3997982,105.90077,171.1211,585.6475,2245.3403,7.409875,5.541483,11.015115,4.0,9.425865683678333,1.8674881,2.318418,5031185.0
249,2007,24,0,2.2500923,2.2112978,92.50595,160.9592,577.1875,2248.0168,7.448127,5.5688624,11.0194645,4.6,9.336525360868256,1.8737257,2.3181577,5031185.0
250,2008,24,0,2.1034503,2.0841527,80.645134,148.16782,511.06125,2172.5168,7.477551,5.577163,10.926298,5.5,9.450358763726943,1.8653746,2.2926066,5031185.0
251,2009,24,0,1.4262089,1.4262089,69.74932,142.46669,493.0057,2026.7584,7.5726933,5.5767627,10.951087,8.0,10.756659672461508,1.8512962,2.284054,5031185.0
252,2010,24,0,1.8183192,1.8183192,64.17152,136.999,462.44025,1959.0306,7.616672,5.544676,10.8695965,7.1,10.71281712,1.7532954,2.1949008,5031185.0
253,2000,25,0,9.275277,6.2198915,98.31794,228.79018,979.1055,2537.352,7.0618105,5.624358,10.678814,5.6,17.814897477270115,1.8166813,11.687977,2847116.8
254,2001,25,0,10.207864,6.7690444,119.23654,191.23456,1079.4635,2545.2693,7.149149,5.699826,10.522557,5.6,19.194186874858826,1.858338,11.833448,2847116.8
255,2002,25,0,9.512735,6.6661215,120.92705,184.16512,1066.3271,2539.1797,7.306927,5.710405,10.530174,6.7,19.15378453726488,1.8989798,11.942194,2847116.8
256,2003,25,0,9.585377,6.7133536,108.27527,178.56802,1061.3561,2452.241,7.3648777,5.632559,10.56615,6.4,18.60489328100986,1.9437493,12.026632,2847116.8
257,2004,25,0,8.092611,6.3457475,89.23262,166.7363,986.1221,2332.9536,7.401577,5.754965,10.599555,6.4,19.57998280231071,1.9748822,12.08979,2847116.8
258,2005,25,0,7.577485,5.771636,85.15819,154.55945,951.293,2155.4404,7.4338884,5.707262,10.510968,7.8,20.94604547340869,2.0078566,12.076882,2847116.8
259,2006,25,0,7.9710293,6.287493,111.80056,153.99205,932.8853,1994.7501,7.2710624,5.756035,10.533695,6.8,20.21233173225587,1.9865042,11.729954,2847116.8
260,2007,25,1,7.019674,5.5400367,99.066864,149.71863,936.8168,1968.7432,7.320605,5.696027,10.576458,6.3,20.073513876587253,2.0138204,11.707955,2847116.8
261,2008,25,1,8.017021,6.5095468,105.93431,160.99136,884.2705,1859.7433,7.332105,5.6433654,10.516156,7.0,20.23030091236437,2.0255997,11.595627,2847116.8
262,2009,25,1,6.638743,5.338371,101.60014,147.04474,1011.51855,1790.7153,7.4868355,5.703472,10.481701,9.6,21.231863228208496,2.0347748,11.490192,2847116.8
263,2010,25,1,7.0297036,5.745431,93.9209,138.1945,1028.9053,1783.4493,7.4680805,5.85493,10.544947,10.7,21.12689527,2.068017,11.244788,2847116.8
264,2000,26,0,6.386715,6.1106324,139.84514,333.56323,767.2341,2936.3982,6.839212,5.686426,10.952524,3.3,10.697416398912381,0.0071965577,1.0742565,5688724.5
265,2001,26,0,6.8037214,6.657405,142.12828,383.0934,786.031,3062.0405,6.9598455,5.746462,10.837834,4.5,11.080244407231259,0.008303466,1.0975025,5688724.5
266,2002,26,0,6.011664,5.993502,127.57078,394.79016,775.90424,2904.5056,7.0984297,5.8352146,10.855975,5.2,11.453346126735687,0.009280847,1.1127391,5688724.5
267,2003,26,0,5.221552,5.221552,120.80033,355.78824,758.78723,2920.022,7.08788,5.8410854,10.856669,5.6,11.80692254920861,0.010045615,1.1384429,5688724.5
268,2004,26,0,6.3371425,6.390847,118.68716,353.788,724.5108,2833.1682,7.06405,5.83316,10.79216,5.7,13.169118997571477,0.011063147,1.1391282,5688724.5
269,2005,26,0,7.137898,7.17341,127.77193,377.38528,760.34595,2828.3123,7.1325417,5.7992377,10.779143,5.3,13.508010603862633,0.010760115,1.1475681,5688724.5
270,2006,26,0,6.3326745,6.3155594,130.0252,379.36145,765.17535,2628.4536,7.0121813,5.8041134,10.783259,4.8,13.403037253412927,0.011176315,1.1139688,5688724.5
271,2007,26,0,6.290015,6.290015,132.34741,394.53992,768.97577,2678.7751,6.952983,5.834636,10.786779,5.0,13.00583206104777,0.011723081,1.1032549,5688724.5
272,2008,26,1,7.7625914,7.7625914,125.903786,344.63522,779.18713,2554.182,6.979505,5.846135,10.749784,6.1,13.191928198753661,0.012580165,1.0903717,5688724.5
273,2009,26,1,6.554454,6.554454,125.9573,340.1372,738.28217,2384.0598,7.100671,5.849217,10.811222,9.1,14.401439473259014,0.013515386,1.0687824,5688724.5
274,2010,26,1,7.0464916,7.063269,102.87878,323.2662,738.9253,2354.1992,7.1122684,5.834339,10.740389,9.4,14.02751789,0.011291164,0.9936057,5688724.5
275,2000,27,0,2.2793763,1.3676258,23.13567,259.39304,413.02298,3040.46,6.6736374,5.6258717,10.633425,4.8,13.411508343087164,0.7068346,12.456564,921333.75
276,2001,27,0,3.865222,2.614709,26.147089,310.923,417.2166,2806.1511,6.737916,5.696588,10.585675,4.5,14.184909946011945,0.7335964,12.593121,921333.75
277,2002,27,0,1.8087537,1.1304711,31.99233,300.81836,371.81192,2676.8425,6.80721,5.7236457,10.650625,4.5,14.261344559664565,0.75447637,12.723339,921333.75
278,2003,27,0,3.3613558,2.3529491,33.38947,311.1495,417.03223,2554.6304,6.781271,5.730503,10.607451,4.4,14.466043023113803,0.76863,12.734609,921333.75
279,2004,27,0,3.3263075,2.550169,25.834322,242.48781,389.73236,2448.384,6.882759,5.724014,10.576304,4.2,13.868595333634179,0.78644997,12.7249,921333.75
280,2005,27,0,1.9766079,2.0864196,19.436646,234.7771,399.9337,2612.856,6.8848433,5.7269554,10.637609,3.9,14.519942326972682,0.7990987,12.762189,921333.75
281,2006,27,0,3.5992851,3.3875625,24.771551,312.29092,358.23474,2298.8848,6.883476,5.6748214,10.702143,3.2,14.03054311096808,0.7844325,12.284573,921333.75
282,2007,27,0,2.4291968,2.3235795,24.291967,306.8181,356.247,2328.0156,7.006714,5.6681447,10.734351,3.1,13.8815924969503,0.7738576,12.083881,921333.75
283,2008,27,0,3.4500928,3.4500928,21.223299,244.22475,382.01938,2184.8496,7.0284557,5.6283507,10.679205,4.2,13.901887723524197,0.78683025,11.827441,921333.75
284,2009,27,0,3.3463807,3.3463807,23.842962,228.07677,385.46124,2042.1288,7.1805825,5.736776,10.623885,6.3,14.876440120176898,0.79351056,11.679706,921333.75
285,2010,27,1,2.6429129,2.7445636,15.959128,222.51294,371.43094,2031.8918,7.190879,5.70029,10.632653,7.2,14.21643221,0.7790494,11.019931,921333.75
286,2000,28,0,3.7941637,3.673714,69.077866,238.49028,610.13763,2958.1226,6.968198,5.6090274,10.875402,2.8,8.962717825643125,0.59429854,4.402615,1725508.9
287,2001,28,0,2.586656,2.5265012,67.85461,217.2791,587.1108,3170.9395,7.0184655,5.608084,10.8913355,3.1,9.420480781146045,0.62753475,4.4938636,1725508.9
288,2002,28,0,2.8605857,2.8009903,80.99033,211.98132,615.5623,3065.5945,7.0901194,5.624233,10.856438,3.7,10.12659283971542,0.6554317,4.513885,1725508.9
289,2003,28,0,3.318202,3.318202,69.03045,200.27719,600.4168,2898.9233,7.1472416,5.6195536,10.861515,4.0,10.075601675928993,0.6924969,4.5986133,1725508.9
290,2004,28,0,2.3577774,2.3577774,67.078766,211.90524,579.188,2734.963,7.1640787,5.645836,10.83056,3.9,10.14799179257689,0.74258196,4.7030587,1725508.9
291,2005,28,0,2.5776577,2.5776577,60.926456,198.42107,551.1501,2657.2722,7.1599083,5.599325,10.887867,3.8,10.922004761636954,0.7884118,4.794385,1725508.9
292,2006,28,0,2.9971764,2.827525,64.29792,193.96822,539.15247,2533.01,7.094681,5.5983186,10.860229,3.0,11.004444303696538,0.8195864,4.7369523,1725508.9
293,2007,28,0,3.9679594,3.9112742,63.26061,212.68262,511.7534,2352.093,7.095986,5.568123,10.853387,3.0,10.796420447234361,0.8700034,4.7793503,1725508.9
294,2008,28,0,3.8963327,3.7833955,73.23976,201.64934,492.2367,2167.9985,7.0904355,5.6043816,10.846809,3.3,10.530262646705395,0.8920343,4.7452817,1725508.9
295,2009,28,0,2.313608,2.313608,68.84394,187.40224,492.40347,2115.879,7.1274514,5.6047273,10.828024,4.6,11.980651466827377,0.9037178,4.645612,1725508.9
296,2010,28,0,2.9782193,2.9782193,56.531013,184.92535,459.1973,2034.0686,7.1373267,5.585978,10.872902,4.7,11.53331966,1.0111054,5.9630017,1725508.9
297,2000,29,0,6.5662823,6.5662823,231.24512,251.55478,892.09814,2246.025,6.272681,5.8954635,10.967077,4.5,9.914933558385448,0.044131525,3.747973,2347658.5
298,2001,29,0,8.685619,8.733873,237.98598,307.0849,854.6167,2174.9275,6.2180715,5.893102,10.931606,5.3,9.524554005494137,0.045309983,3.6754165,2347658.5
299,2002,29,0,8.458758,8.458758,239.1819,356.52963,885.646,2217.9238,6.378921,5.962161,10.905718,5.7,10.460773326778185,0.04645307,3.6731572,2347658.5
300,2003,29,0,8.923823,8.923823,236.68515,340.64545,994.66656,2415.3665,6.4596696,5.8745537,10.888651,5.3,11.403649435987196,0.047835317,3.6637957,2347658.5
301,2004,29,0,7.474371,7.474371,213.14993,362.76773,1005.6505,2278.727,6.4741473,5.8567915,10.905718,4.6,11.501535939773952,0.04649754,3.5955634,2347658.5
302,2005,29,0,8.650806,8.650806,197.45674,366.6094,986.0659,2184.2026,6.5291023,5.8820586,10.893809,4.2,11.066396615939068,0.047453452,3.5735807,2347658.5
303,2006,29,0,9.056196,9.056196,282.02438,413.3392,997.46387,2020.2129,6.5000916,5.896744,10.942651,4.2,10.331597028125099,0.048526786,3.4518132,2347658.5
304,2007,29,0,7.754377,7.754377,278.75577,447.38333,1000.8369,2002.2363,6.5415792,5.9485016,10.948084,4.8,10.760865067015091,0.051669057,3.4669697,2347658.5
305,2008,29,0,6.480156,6.480156,254.29703,438.80475,950.73706,1953.7474,6.4435315,5.8499546,10.923002,6.7,11.323935143456907,0.054040574,3.386294,2347658.5
306,2009,29,0,6.127829,6.127829,236.7856,449.0206,868.6983,1825.111,6.6131434,5.9847593,10.864427,11.7,12.71673757533596,0.05636817,3.368381,2347658.5
307,2010,29,0,5.8933654,5.8560653,197.61423,425.96347,829.0249,1586.0239,6.5857496,5.908791,10.849822,14.0,12.83877058,0.06135814,3.1253111,2347658.5
308,2000,30,0,1.8329561,1.1664265,37.742233,97.479935,415.9144,1729.7273,7.031768,5.328883,11.0740795,2.7,5.820218671656751,6.810515,24.37765,1274359.0
309,2001,30,0,1.389302,0.8172365,36.367023,100.02975,399.54694,1639.3765,6.975903,5.3980756,11.054313,3.4,6.123471359129676,6.816488,24.223871,1274359.0
310,2002,30,0,0.9685879,0.8878722,33.335567,95.648056,390.50235,1571.3724,6.8601613,5.3163815,11.113149,4.6,6.414231138970569,6.8329034,24.208967,1274359.0
311,2003,30,0,1.3582919,0.8788947,38.35177,80.05932,366.6589,1592.717,7.0236545,5.3628483,11.095499,4.5,6.534102712428849,6.8935704,24.318457,1274359.0
312,2004,30,0,1.3471001,1.0301354,39.620594,96.59501,394.54187,1562.8739,7.1845913,5.344789,11.091042,3.9,6.742870274253746,6.9400225,24.535528,1274359.0
313,2005,30,0,1.4931402,1.3359675,28.68401,76.30732,329.43387,1453.2969,7.2090435,5.4949546,11.0610285,3.6,7.574857405110941,6.9749293,24.712414,1274359.0
314,2006,30,0,0.9886721,0.9126204,34.679577,93.92385,366.64523,1579.5938,7.048012,5.493626,11.112657,3.4,7.747538776860511,6.7999344,24.19121,1274359.0
315,2007,30,0,0.91585296,0.8395319,33.581276,83.18998,390.84024,1480.5526,7.0564423,5.5154486,11.17128,3.6,7.09824202024951,6.858212,24.416105,1274359.0
316,2008,30,0,1.0668309,0.99062866,32.309734,98.22464,330.10794,1700.5284,7.0836773,5.549193,11.112642,4.0,7.615572072806634,6.876106,24.396288,1274359.0
317,2009,30,0,0.83623546,0.83623546,34.513718,95.86299,373.6452,1729.335,7.2254295,5.54087,11.085061,6.4,8.42081496466145,6.8814573,24.293932,1274359.0
318,2010,30,0,0.9876506,0.9876506,34.263878,100.43646,413.36975,1699.7466,7.2797356,5.5661416,11.108066,6.1,7.87772886,7.3676453,28.298544,1274359.0
319,2000,31,0,3.5160165,3.5160165,164.88779,208.02895,534.38586,1892.5902,6.783078,6.141676,11.06379,3.7,7.879940565937538,0.036267284,0.5961412,8530271.0
320,2001,31,0,4.0532722,4.089462,170.2133,209.53969,564.70764,1882.2502,6.7609315,6.149027,11.06285,4.3,7.946753516062718,0.038867984,0.5984246,8530271.0
